Drug	Disease
DB00736	C0018834
DB02659	C0009806
DB00710	C0020437
DB01212	C1719906
DB00437	C0740394
DB01413	C0038395
DB00443	C0345468
DB00052	C0151686
DB11591	C0042109
DB00355	C0031154
DB01053	C0152946
DB00742	C0006114
DB00842	C0001957
DB00651	C0006266
DB00945	C0027051
DB00099	C0340970
DB09324	C0008311
DB00489	C0004238
DB00874	C0035457
DB00204	C0004238
DB00998	C0149931
DB00415	C0004626
DB01212	C0018081
DB00262	C0024121
DB00746	C0010034
DB01059	C0013371
DB01098	C0342881
DB00493	C0154639
DB00330	C0275959
DB01393	C0020473
DB00948	C0276089
DB00186	C0021603
DB00959	C0151467
DB00499	C0019572
DB00634	C0040592
DB00766	C0520775
DB00915	C2711180
DB00366	C0343065
DB00715	C0030319
DB01173	C0030193
DB01137	C0877633
DB01158	C0085612
DB09353	C0017575
DB01204	C0751967
DB01022	C0029456
DB01042	C0026764
DB01254	C0005699
DB01190	C0038160
DB00537	C0042029
DB00609	C0041296
DB01606	C0242172
DB09096	C0036508
DB01607	C0032290
DB00685	C0018482
DB00939	C0030193
DB01068	C0027796
DB00608	C0024138
DB00415	C0152964
DB00948	C0275652
DB00477	C0019521
DB06710	C0600142
DB09488	C0009766
DB08936	C0009766
DB00595	C0024286
DB00679	C0033975
DB00571	C0030319
DB00567	C0031350
DB00355	C2887096
DB00681	C0877131
DB00437	C1959799
DB00798	C0155860
DB01234	C0006444
DB00431	C0036262
DB00563	C3163805
DB00153	C0035579
DB01053	C0003177
DB00520	C0004030
DB00755	C0023487
DB01037	C0011581
DB01227	C0524662
DB00567	C0042029
DB00722	C0027051
DB04455	C0019880
DB00399	C0029401
DB01082	C0026918
DB00933	C0033975
DB00026	C0409818
DB01165	C0520775
DB00318	C0392171
DB01147	C0032308
DB01091	C0040262
DB01353	C0917801
DB00620	C0035439
DB01214	C0017612
DB00223	C0149922
DB01250	C0009324
DB06292	C0011860
DB01137	C0014836
DB01050	C0021368
DB00684	C0456107
DB06707	C0149745
DB04868	C0023472
DB01165	C0033581
DB00887	C0020538
DB09020	C0426639
DB00773	C0041182
DB00489	C0039240
DB00833	C0031350
DB00563	C0024121
DB01744	C0004604
DB08877	C0027022
DB00440	C0520775
DB01026	C0005716
DB01044	C0018081
DB11563	C0043208
DB01073	C0024305
DB00521	C0020538
DB00320	C0043352
DB00793	C0040252
DB02703	C0339968
DB02703	C0041472
DB00545	C0000771
DB00766	C0276026
DB01173	C0037763
DB00959	C0020517
DB00863	C0013395
DB00420	C0042963
DB09082	C0004096
DB01241	C0020476
DB00620	C0021368
DB01601	C0019693
DB00017	C0029458
DB01607	C0577690
DB00316	C0393735
DB00986	C0024117
DB00975	C0004238
DB00967	C0037383
DB01328	C0577709
DB00264	C0004239
DB00671	C0275804
DB01060	C0275556
DB00620	C0011616
DB00460	C1562543
DB00860	C0149922
DB06768	C0033775
DB00959	C0039520
DB00273	C0014547
DB00858	C0002874
DB01059	C0519030
DB01060	C0013295
DB06650	C0023434
DB00381	C0002963
DB00003	C0010674
DB01112	C0035468
DB01015	C0009770
DB00978	C0042029
DB06694	C0027424
DB00436	C0018802
DB00966	C0018802
DB00557	C2607914
DB00655	C0025322
DB00515	C1458155
DB00634	C0009768
DB09320	C0554628
DB00620	C0405580
DB00811	C0524910
DB01030	C1140680
DB01607	C3163829
DB00747	C0235238
DB00987	C0023418
DB01211	C0343378
DB00730	C0003950
DB00590	C0020538
DB02703	C0031350
DB01588	C0917801
DB00857	C1274469
DB01328	C0157749
DB00603	C0476089
DB01365	C0020649
DB01112	C0154640
DB00762	C0034885
DB00605	C0029408
DB00290	C1336708
DB00681	C0035021
DB00698	C0085423
DB00860	C0042164
DB00493	C0276089
DB00681	C0009186
DB01394	C0002726
DB00999	C0013604
DB00916	C0023886
DB01030	C0262584
DB01150	C0729586
DB00421	C0020428
DB00542	C0020538
DB00662	C0027498
DB00072	C0686068
DB00581	C0220994
DB00724	C0043037
DB00417	C0271429
DB01590	C0041341
DB06723	C0013295
DB00868	C0019521
DB01212	C0004626
DB01137	C0023241
DB00493	C0014836
DB01181	C0023434
DB00663	C0011616
DB00978	C0033817
DB01326	C0152964
DB00682	C0040046
DB09113	C0035220
DB00595	C0001261
DB06694	C1260880
DB01234	C0003873
DB00596	C0021368
DB01058	C0036323
DB01082	C0577709
DB00281	C0013221
DB00586	C0038013
DB00213	C0043515
DB00257	C0006846
DB00698	C0577708
DB00985	C0026603
DB00620	C0023646
DB00956	C0030193
DB01041	C0024138
DB00575	C0011991
DB01607	C0014013
DB01330	C0149778
DB01208	C0276026
DB00218	C0035468
DB00569	C0149871
DB09512	C0011974
DB00874	C0393735
DB00461	C0021368
DB01137	C0520775
DB00434	C0037383
DB00535	C1318973
DB00567	C1318973
DB00493	C0029076
DB00512	C0014121
DB02087	C0700345
DB01380	C0029878
DB09223	C0036341
DB00318	C0033893
DB00396	C0025874
DB00254	C0178299
DB08923	C1561828
DB01166	C0085096
DB00760	C0022729
DB00833	C0339932
DB00303	C0243001
DB00027	C0009768
DB00859	C0003873
DB01112	C0031350
DB01050	C0033046
DB00008	C0007134
DB00512	C1318973
DB00803	C0022729
DB00588	C0036508
DB01380	C0021355
DB00680	C0085612
DB00922	C0018802
DB01190	C0032290
DB00152	C0030783
DB00860	C0009763
DB00747	C0009443
DB00671	C0018081
DB00374	C2973725
DB00794	C0014547
DB09353	C0234925
DB00860	C0034069
DB11365	C0009806
DB00525	C0040259
DB00792	C0027424
DB00490	C0011581
DB01436	C0035086
DB00626	C0015404
DB00355	C1112209
DB01415	C0029882
DB01222	C2607914
DB01270	C0271084
DB01060	C2349530
DB01112	C0024198
DB00916	C2062454
DB00218	C0022729
DB00262	C0014474
DB01050	C0015967
DB01095	C0020474
DB00783	C0156393
DB01059	C0343402
DB00218	C0018081
DB00620	C0085074
DB00684	C0259799
DB01234	C0040896
DB00624	C0948896
DB00618	C0029291
DB02703	C1275687
DB00035	C0011848
DB00286	C1384606
DB01380	C0010346
DB00446	C0015404
DB01174	C0014544
DB01326	C0554628
DB00240	C0011616
DB00588	C0033777
DB00741	C0854211
DB00634	C0010043
DB00426	C0019360
DB00916	C0041343
DB00524	C0866125
DB00996	C0035258
DB00684	C0341503
DB00838	C0149922
DB09125	C0001126
DB01212	C0014347
DB00457	C0034734
DB00364	C0013295
DB02659	C0342827
DB00243	C0002962
DB01361	C0155862
DB00489	C0004239
DB00620	C0002171
DB01234	C0042165
DB01119	C0428977
DB01129	C0043515
DB01328	C2242472
DB00730	C0013100
DB00073	C0023434
DB00595	C0008149
DB00921	C2215257
DB00770	C0039685
DB00959	C0035222
DB01165	C0032285
DB09320	C0149704
DB01212	C0153216
DB01327	C0038395
DB01211	C0856695
DB00218	C0178299
DB01061	C2242472
DB00954	C0339932
DB00567	C0033700
DB01576	C1263846
DB00341	C1260880
DB06201	C0238111
DB00140	C0687148
DB00279	C0010308
DB00222	C0011860
DB00575	C0017612
DB00415	C0162627
DB01211	C0155862
DB00404	C0003467
DB06176	C0079773
DB00495	C0019693
DB01333	C2242472
DB06713	C0042134
DB09167	C1269683
DB01166	C0018128
DB01208	C0877633
DB00479	C0343402
DB00764	C0036508
DB00793	C1384589
DB02703	C0016867
DB01017	C0153195
DB01059	C0853852
DB00512	C0014358
DB00620	C1761609
DB00999	C0264716
DB00759	C0001261
DB00215	C0497327
DB01234	C0345468
DB00841	C0036980
DB00274	C0276089
DB09320	C0004945
DB08799	C0009766
DB00554	C0003873
DB00681	C0026718
DB00936	C0004604
DB00671	C0577708
DB00681	C1112209
DB09281	C0013395
DB01155	C0032302
DB00620	C0026857
DB00603	C0221392
DB00685	C0042029
DB09481	C0013395
DB00440	C0040558
DB00005	C0406317
DB00751	C0009766
DB00696	C0149931
DB00254	C0006181
DB09525	C1959799
DB00332	C0024117
DB09322	C0235267
DB01182	C0039240
DB00773	C0005695
DB00835	C0009766
DB00620	C0036508
DB01359	C0027051
DB09323	C0155862
DB00595	C0178299
DB11582	C0026838
DB00056	C0023467
DB00860	C0021368
DB00547	C0079773
DB01181	C1458155
DB00493	C0018482
DB00338	C0043515
DB00102	C0085119
DB00196	C0877445
DB00137	C0242383
DB01053	C0041912
DB00359	C0037299
DB01155	C0206171
DB01137	C0038160
DB09072	C0751362
DB00440	C0009768
DB01150	C0178299
DB00741	C0010043
DB00798	C0157749
DB04572	C0080032
DB00159	C0020557
DB00552	C0023443
DB01139	C0520775
DB00537	C0003175
DB00319	C0035468
DB01413	C0343402
DB00607	C2242472
DB00248	C0030567
DB01603	C0684256
DB00819	C0014553
DB00645	C0235339
DB01003	C0006266
DB01112	C0856695
DB00620	C0001403
DB00945	C0040460
DB00741	C0701163
DB01127	C0040259
DB00684	C0155860
DB00041	C0025202
DB00927	C0043515
DB01172	C0019151
DB01330	C0577709
DB02703	C0153195
DB06196	C0019243
DB00860	C0006114
DB01059	C0857831
DB00760	C0154639
DB01082	C0038395
DB01066	C0155862
DB00457	C0020538
DB09345	C3875321
DB00512	C0038157
DB01332	C0276064
DB00264	C0004238
DB00783	C0520676
DB01137	C0857831
DB00366	C0009766
DB00288	C0036508
DB01219	C0007789
DB00681	C0023281
DB00959	C0026857
DB00263	C0025294
DB01416	C0031350
DB00415	C0149778
DB00557	C0042109
DB01111	C0948205
DB01004	C0206178
DB01212	C0338395
DB00355	C0749955
DB01206	C0024305
DB00288	C0033775
DB00535	C0339932
DB00537	C0275982
DB00766	C0729524
DB00394	C0035460
DB00033	C0020876
DB01270	C0011884
DB00698	C0749958
DB01275	C0264716
DB08799	C0235267
DB01050	C0553662
DB00355	C0155860
DB00962	C0021603
DB01397	C0004604
DB06691	C0035460
DB00334	C1269683
DB02703	C0023860
DB00456	C0684256
DB02703	C0085394
DB00352	C0023467
DB00027	C0729587
DB00620	C0406317
DB00681	C0349009
DB01100	C0040517
DB00766	C0729586
DB00618	C0178299
DB00762	C0346976
DB00165	C1849508
DB00493	C0276088
DB00537	C0029878
DB01116	C0034063
DB08930	C0019693
DB01056	C0085612
DB00564	C0014547
DB01597	C1263758
DB06691	C0343065
DB06691	C0013390
DB00741	C0033777
DB00531	C0023473
DB02703	C0035468
DB00302	C0014175
DB00263	C0029882
DB01000	C0178299
DB00595	C0042029
DB00415	C0341503
DB00846	C0024138
DB01082	C0520775
DB08826	C0282193
DB01331	C0684256
DB00580	C0029408
DB00456	C2242472
DB01234	C0036508
DB00398	C3163939
DB00703	C0017605
DB00762	C0009375
DB00324	C1275687
DB00569	C0524702
DB00594	C0020538
DB01620	C0010200
DB00896	C0042165
DB06151	C0010674
DB00635	C0027726
DB00537	C0038160
DB01147	C0031350
DB01031	C0917801
DB00246	C0338873
DB01151	C0011581
DB01082	C0577708
DB01076	C0020557
DB00850	C0042963
DB01380	C1260899
DB00991	C0553662
DB00479	C0026918
DB06710	C0242350
DB00437	C0003868
DB08872	C0032768
DB00798	C0031154
DB00279	C0027145
DB01356	C0029408
DB00270	C0020538
DB00069	C0018916
DB00040	C0036980
DB01118	C0042510
DB01234	C0006114
DB00717	C0014175
DB00335	C0020538
DB00420	C0037383
DB01130	C0015456
DB01328	C0276026
DB06412	C1260899
DB00437	C0558595
DB01005	C1540912
DB00418	C0014544
DB00420	C0009766
DB00475	C0030920
DB01201	C0041327
DB00681	C0877445
DB00681	C0001261
DB00371	C0003469
DB00415	C1279247
DB00591	C0024138
DB01053	C0153240
DB01068	C0040188
DB00196	C0153252
DB01399	C0030193
DB01165	C0277528
DB00415	C0588233
DB01060	C0031350
DB01017	C0037199
DB00415	C0032965
DB01075	C0003469
DB09087	C0030920
DB00601	C0038395
DB01380	C0010043
DB01048	C0019693
DB00443	C0003873
DB00512	C3665800
DB00716	C0009766
DB00584	C0020540
DB00788	C0393735
DB04899	C0581377
DB01239	C0036341
DB00773	C0039590
DB00199	C0684256
DB00794	C0014544
DB00082	C0001206
DB00588	C0155877
DB08799	C0042109
DB00684	C0038160
DB00563	C0024305
DB01380	C0085074
DB09040	C0276755
DB00666	C0034013
DB00525	C0040262
DB01127	C0006846
DB00388	C0035460
DB00835	C0035457
DB01050	C0037195
DB06803	C0012561
DB00072	C0346993
DB00537	C2242472
DB00477	C0036341
DB01204	C0024299
DB01332	C0004669
DB00620	C0010346
DB01234	C0022568
DB01098	C0020443
DB02703	C0035585
DB00441	C0281361
DB00479	C0577690
DB00440	C0033700
DB00428	C0030297
DB00467	C0275665
DB01656	C0730607
DB01208	C0339932
DB01197	C0004775
DB09036	C0017531
DB00308	C0004238
DB00438	C0022729
DB00764	C0085074
DB01270	C0339507
DB01005	C0032463
DB04077	C0009806
DB00975	C0264716
DB00115	C0162316
DB00764	C0011616
DB00927	C0018834
DB09118	C0014550
DB00608	C0003873
DB01015	C0042029
DB00240	C0011615
DB00424	C0022104
DB01188	C0006846
DB01234	C0029878
DB00218	C0010692
DB00423	C0030193
DB00731	C0011860
DB00585	C0018834
DB01164	C1704431
DB00203	C2973725
DB00537	C0520775
DB00741	C1275687
DB01139	C0684256
DB00438	C0242172
DB01248	C0007131
DB00059	C0005699
DB00741	C0033860
DB00547	C0018567
DB00477	C0003469
DB01395	C0221392
DB01223	C0006266
DB09345	C1444173
DB00741	C0036508
DB00738	C0041227
DB02659	C0342826
DB00874	C0035455
DB00582	C0153252
DB00254	C0039128
DB00656	C0011581
DB00169	C1510471
DB00169	C0010346
DB00424	C0013428
DB09321	C1384589
DB00485	C0007642
DB01262	C0023467
DB00685	C0032302
DB00563	C0003873
DB06756	C0520775
DB00214	C0013604
DB01142	C0149922
DB00635	C0079773
DB01005	C0023473
DB00283	C0027424
DB00580	C0013390
DB00755	C0001144
DB01377	C0009806
DB01044	C0153195
DB01229	C0278488
DB00741	C0006114
DB01032	C0027927
DB01162	C0080274
DB00531	C0034902
DB09053	C0024419
DB00741	C0162817
DB00355	C0729524
DB00915	C0013386
DB06176	C0079774
DB01156	C0085159
DB00438	C0178299
DB04786	C0041228
DB00635	C0405580
DB00791	C0023473
DB00246	C0036341
DB01330	C0554628
DB00940	C0038358
DB00175	C0003850
DB00977	C0221392
DB00339	C0275959
DB01013	C3875321
DB00181	C0005697
DB00925	C0005694
DB00620	C0392445
DB01005	C0018671
DB00223	C0023219
DB00201	C0009443
DB00671	C0577709
DB00446	C0025294
DB08806	C0038358
DB00368	C0020649
DB00957	C0001144
DB01332	C1096258
DB00620	C0039483
DB00544	C0018671
DB01060	C0029882
DB00260	C0577708
DB01165	C0149725
DB01053	C0003175
DB09488	C0035460
DB01332	C0022729
DB01139	C0032285
DB01416	C0275652
DB00681	C0024286
DB09038	C0011860
DB02721	C0007137
DB00860	C0029077
DB00635	C0018939
DB00223	C0036508
DB00181	C1562430
DB01598	C0856695
DB00303	C0748196
DB00741	C0151467
DB00651	C0008677
DB01620	C0018621
DB01331	C1112209
DB00009	C0007781
DB00759	C0024286
DB00846	C0406326
DB00361	C1458155
DB01430	C0024117
DB00438	C0035468
DB00201	C0026838
DB00022	C0040034
DB01059	C0339959
DB00209	C0403643
DB01333	C0031350
DB01165	C0949083
DB01197	C0018802
DB00669	C0149931
DB00514	C0015967
DB09481	C0017168
DB00531	C0035412
DB01330	C1260917
DB01137	C0018482
DB00518	C0153290
DB02703	C0085437
DB00860	C0242459
DB01380	C0038218
DB00328	C0035435
DB01611	C0024138
DB00262	C0555198
DB01238	C0236780
DB01432	C0020473
DB00349	C0238111
DB00760	C1112209
DB01607	C0149778
DB06590	C0014836
DB00806	C0042384
DB01140	C0033700
DB01140	C0021099
DB00207	C0276026
DB01206	C0009375
DB01234	C0040147
DB00490	C0025362
DB00417	C0729586
DB01036	C0085606
DB00427	C0042109
DB00754	C2711653
DB00745	C0027404
DB00327	C0030201
DB00257	C0011974
DB00916	C1112209
DB00326	C0151940
DB00291	C0836924
DB00199	C0032302
DB00557	C0033774
DB00741	C0023219
DB00438	C0014347
DB00624	C1458155
DB01030	C0007847
DB09488	C2607914
DB00240	C0406317
DB01088	C2973725
DB01332	C0178299
DB08826	C0005283
DB00405	C0009766
DB01234	C0009766
DB02703	C3163829
DB00605	C0006444
DB00888	C0080032
DB01331	C0038395
DB00355	C0577709
DB00874	C2607914
DB00281	C0033775
DB00916	C0031154
DB00367	C0025323
DB00438	C1997728
DB05773	C1960398
DB01576	C0027404
DB00585	C0079487
DB00059	C1961102
DB09352	C0026961
DB01059	C0158371
DB01428	C0031762
DB01009	C0029408
DB01000	C0729586
DB00108	C0026769
DB01076	C0038454
DB00335	C0002962
DB00959	C0030807
DB09101	C0019693
DB00747	C0152253
DB00109	C0001175
DB03904	C0028840
DB01023	C0020538
DB04942	C0023487
DB01380	C0003872
DB00564	C0085417
DB00242	C0023443
DB00252	C0238111
DB01416	C0018081
DB01045	C0006309
DB00201	C1260880
DB06612	C1527407
DB00798	C0008311
DB01598	C0178299
DB01079	C0022104
DB00697	C0026838
DB00698	C0520775
DB01330	C0014179
DB00399	C0149911
DB01200	C0021359
DB09054	C0023434
DB01330	C0018482
DB00596	C0011616
DB00741	C0021390
DB06723	C0038358
DB01380	C0030807
DB00601	C1318973
DB08918	C1269683
DB00415	C3665800
DB01216	C0019572
DB00090	C0023786
DB00359	C0162526
DB00190	C0030568
DB01196	C0033578
DB00741	C0042164
DB09302	C0342882
DB01177	C0023473
DB01017	C0041351
DB00277	C0006266
DB01017	C0729586
DB00797	C0031190
DB00181	C0020179
DB00245	C0015371
DB00131	C0392164
DB00766	C0032308
DB08885	C0730285
DB00223	C0015230
DB00741	C0011606
DB00783	C0278488
DB01331	C0554628
DB01380	C0015230
DB00223	C0033777
DB00987	C0024299
DB00213	C0017168
DB01053	C0149704
DB00993	C0009324
DB00240	C0015230
DB00438	C2887096
DB00366	C0035457
DB00852	C0035455
DB01172	C0026918
DB00634	C0002438
DB01421	C0002438
DB00561	C0020440
DB00041	C0007134
DB00702	C0013604
DB09228	C0398775
DB00635	C0035242
DB00415	C0008311
DB00759	C0729586
DB01240	C1260880
DB00040	C0020649
DB00479	C0029443
DB00201	C0232058
DB00443	C0023449
DB01177	C0023487
DB00525	C2349994
DB00443	C0002994
DB01225	C0002965
DB01165	C0029878
DB02703	C0036472
DB00759	C0035793
DB01183	C0035204
DB01278	C0011860
DB00634	C0005743
DB00178	C0020538
DB01137	C0554628
DB02703	C0004771
DB00415	C0005660
DB00479	C3665869
DB00902	C0002994
DB00518	C0009021
DB00388	C0033246
DB00741	C0017563
DB00846	C0018567
DB01332	C0684256
DB00443	C0003872
DB00438	C0152964
DB00047	C0011854
DB00595	C0854211
DB09331	C0026764
DB01603	C0037199
DB00351	C0276587
DB00641	C0020476
DB01291	C0006277
DB00263	C0080107
DB00263	C0042029
DB00943	C0019693
DB01329	C0033817
DB00620	C0004364
DB00713	C0035243
DB01357	C0025323
DB00199	C0009770
DB08799	C0343065
DB00491	C0011860
DB00175	C0020479
DB00635	C0035435
DB05246	C0014553
DB00244	C0267390
DB00858	C0042164
DB00240	C0149922
DB01333	C0040425
DB09054	C0855095
DB00581	C0009806
DB01165	C0162627
DB00364	C0032285
DB00063	C0002965
DB00874	C0023067
DB00959	C2607914
DB01017	C0001144
DB01274	C0008677
DB00741	C0023052
DB00798	C0152973
DB01062	C0042024
DB00818	C0038220
DB00468	C0024535
DB01036	C0150045
DB00863	C0017168
DB00860	C0406486
DB00957	C0021361
DB00263	C0008149
DB00308	C0004239
DB00187	C0002962
DB00603	C0600142
DB00645	C0033774
DB00756	C0001144
DB01306	C0011849
DB00443	C0005138
DB09154	C0027424
DB00351	C1458155
DB01130	C0024138
DB01413	C0005943
DB00640	C0043202
DB00741	C0005138
DB04930	C0030759
DB01016	C0011860
DB01281	C0003873
DB00431	C0030756
DB00994	C0019151
DB01356	C0393735
DB00607	C0085437
DB01165	C0034186
DB00575	C0030200
DB06767	C1260880
DB00880	C0018802
DB00388	C0033775
DB00415	C1527298
DB01086	C0016167
DB00747	C0030920
DB01167	C0030409
DB00397	C1260880
DB01053	C0152945
DB00759	C0149704
DB01110	C0919659
DB00762	C0027627
DB00653	C0156677
DB00295	C0150055
DB08887	C0020557
DB00954	C0031350
DB00451	C0010308
DB00974	C0261486
DB01060	C0857831
DB00471	C0004096
DB00443	C0023219
DB00036	C0015503
DB01267	C0036341
DB00747	C0026961
DB00547	C0406326
DB00205	C1720498
DB00479	C0033817
DB01263	C0276758
DB01098	C0342882
DB01332	C0038395
DB00440	C0015404
DB00859	C0010691
DB00493	C0162627
DB02703	C1112209
DB00245	C0030567
DB00787	C0349719
DB01597	C0243001
DB00860	C0010930
DB09030	C0038454
DB00153	C0029456
DB00261	C0040034
DB01160	C0000810
DB00121	C0025521
DB01377	C0020598
DB00218	C0037199
DB01137	C0024959
DB01053	C0588233
DB00368	C0034067
DB01623	C0036341
DB00415	C0014347
DB06724	C0013395
DB01212	C0152965
DB00176	C0031572
DB00994	C0854211
DB00571	C0002962
DB00917	C0000786
DB01212	C1263758
DB04572	C0001418
DB00586	C0022602
DB01263	C0006840
DB00438	C0157749
DB00497	C0030201
DB00479	C0157749
DB00126	C1623040
DB09110	C1336708
DB00479	C1096258
DB00515	C0027819
DB01095	C0342882
DB01246	C0033774
DB00512	C0032308
DB00624	C0600142
DB00121	C0042850
DB01053	C0024110
DB00860	C0039503
DB08905	C3163805
DB00375	C0014358
DB00009	C0027051
DB01212	C0276026
DB01148	C0028734
DB01039	C0020443
DB09084	C0030193
DB00775	C0002965
DB00635	C0002880
DB01330	C0684256
DB00199	C1318973
DB01357	C0014175
DB01275	C0018802
DB00541	C0027708
DB01329	C0033700
DB00959	C0002994
DB00727	C0020542
DB00237	C0013428
DB00368	C0036974
DB00668	C0002792
DB01359	C0002962
DB00781	C0684256
DB00971	C0036508
DB02703	C0729587
DB00438	C0554628
DB00798	C0009768
DB01598	C0038160
DB01112	C0152964
DB01109	C0542269
DB01050	C0013390
DB00415	C0032269
DB00943	C0001175
DB01128	C0936223
DB00537	C0600041
DB09027	C0524910
DB00427	C0033774
DB00087	C0023434
DB01041	C0019621
DB01234	C0085074
DB00186	C0003469
DB00415	C0275665
DB04920	C0020538
DB00916	C0149725
DB00713	C0036690
DB00537	C0276088
DB02703	C0006060
DB00227	C0473527
DB02703	C0041471
DB00353	C0032797
DB00572	C0037188
DB00641	C0342881
DB01240	C0010200
DB03904	C0011616
DB01140	C0031350
DB01190	C1318973
DB01186	C0040517
DB00860	C0001623
DB00417	C1318559
DB00894	C3163805
DB00626	C0005743
DB01452	C0278140
DB09481	C0009806
DB01329	C0042029
DB00438	C0032308
DB00436	C0020538
DB00751	C0022281
DB00537	C1112209
DB06594	C1269683
DB01416	C0276026
DB01155	C0339933
DB00193	C0029408
DB00223	C0011615
DB00493	C0042029
DB01060	C0023860
DB00650	C0002888
DB00860	C0079773
DB01110	C0040252
DB00427	C0035460
DB00341	C0035457
DB00454	C0278140
DB06811	C0042345
DB00697	C0040997
DB00861	C0029408
DB00136	C0406317
DB01212	C0162627
DB01611	C0024535
DB00036	C0019069
DB09320	C3665800
DB00211	C0020651
DB00355	C0577708
DB00518	C0029106
DB01413	C0042029
DB01333	C0729586
DB00205	C0024530
DB00281	C0033774
DB01050	C0030193
DB00605	C0003868
DB00384	C0020538
DB00868	C0010200
DB00209	C0042023
DB01170	C0020538
DB00328	C0029408
DB00573	C0030193
DB00285	C0270549
DB01175	C1269683
DB00835	C2607914
DB00033	C0011226
DB01036	C0403643
DB00849	C0014544
DB01044	C0010692
DB00959	C0036202
DB01397	C0393735
DB01235	C0030567
DB01112	C0014836
DB00681	C0275652
DB00620	C0036202
DB02703	C0456107
DB00445	C0678222
DB01041	C0003873
DB09321	C0019112
DB01420	C0034012
DB00696	C0042376
DB01380	C0003873
DB00299	C1274323
DB01234	C0349790
DB00547	C0406317
DB02703	C0152945
DB03843	C0021400
DB01195	C0741292
DB01172	C0042029
DB00671	C0041912
DB00766	C2887088
DB00194	C0022570
DB00479	C0949083
DB01607	C0014836
DB00620	C0001627
DB00620	C0345468
DB00960	C0002962
DB01764	C0038395
DB01240	C0085096
DB01222	C0004096
DB00319	C0276026
DB00291	C1458155
DB01331	C0349734
DB01331	C0178299
DB04871	C0028754
DB01053	C0001264
DB00366	C0037383
DB00008	C2239176
DB00362	C0239295
DB01380	C0033246
DB00599	C0014544
DB01229	C0007131
DB00448	C0014868
DB00706	C2937421
DB01053	C0039128
DB00858	C1260899
DB00240	C0016509
DB00988	C0600177
DB00684	C0549398
DB01364	C0020651
DB00758	C0542269
DB00934	C0030193
DB00068	C0751967
DB01150	C0041912
DB01026	C0700345
DB00251	C0700345
DB01380	C0026857
DB00853	C0349543
DB00437	C0018099
DB01062	C0005697
DB00990	C1458155
DB01076	C0003850
DB00762	C0024299
DB00591	C0149922
DB00263	C0024535
DB00905	C0028840
DB00335	C0027051
DB00420	C0027424
DB00717	C0014173
DB01397	C0039103
DB00763	C0040127
DB09324	C1318973
DB09302	C3875286
DB01030	C0919267
DB08904	C0038013
DB00798	C1096254
DB00033	C3179239
DB01113	C0040038
DB00111	C0751967
DB00535	C0276026
DB06016	C0338873
DB01413	C0085394
DB01086	C0242429
DB01586	C0023892
DB00661	C0020538
DB00936	C0423775
DB00845	C1562585
DB00108	C0010346
DB00497	C0278140
DB00759	C0018081
DB00959	C0014742
DB08889	C0026764
DB00719	C0033774
DB00196	C0009186
DB01160	C0549315
DB01330	C0004669
DB00288	C0406317
DB00668	C0042510
DB01059	C0009768
DB00936	C0009443
DB00434	C0005747
DB00681	C0035597
DB00611	C0030193
DB06724	C0020598
DB01165	C1720797
DB00477	C0027498
DB00694	C0023487
DB01119	C0745136
DB00142	C0038218
DB00741	C0015456
DB01331	C0149778
DB00622	C0020538
DB00860	C0001403
DB00356	C0026837
DB01232	C0001175
DB09324	C1112209
DB00169	C0029442
DB01026	C0019655
DB00836	C0011991
DB00175	C0020476
DB01091	C0040259
DB00218	C0038395
DB00547	C0036508
DB00571	C0042514
DB01066	C0022729
DB09477	C0018802
DB00799	C0001144
DB00794	C0234974
DB01062	C0042023
DB00713	C0042029
DB00660	C0037763
DB00924	C0026837
DB01234	C0002994
DB04572	C1140680
DB00844	C0030201
DB00956	C0010200
DB01233	C0017168
DB01243	C0036271
DB00239	C0006846
DB01045	C0041327
DB00950	C0042109
DB01086	C0040259
DB00608	C0024141
DB00512	C2242472
DB01330	C0276026
DB01438	C0752303
DB09046	C0271693
DB01174	C0014549
DB00022	C0037286
DB00888	C0220656
DB00443	C0026857
DB09389	C0600142
DB00787	C0019348
DB01294	C1527298
DB00421	C0003962
DB00684	C0035243
DB00973	C0342907
DB00246	C0040517
DB00838	C0011616
DB02703	C0014347
DB00512	C0032787
DB00203	C0243000
DB00443	C1260899
DB00456	C0276026
DB00338	C0038358
DB01331	C0577708
DB00535	C0004626
DB00218	C0243001
DB08931	C2363973
DB01010	C0000771
DB00684	C0010032
DB01039	C0473527
DB00838	C0021368
DB01190	C0032305
DB00523	C0036220
DB00681	C0149966
DB01234	C0039520
DB01146	C0027424
DB00186	C0014547
DB00759	C0018190
DB00415	C0749958
DB01413	C0162627
DB00471	C2607914
DB01577	C0028754
DB00201	C0042376
DB05578	C0278701
DB01185	C0034012
DB09321	C0011974
DB01332	C0014347
DB01607	C0085394
DB01212	C0022729
DB01147	C0037199
DB00420	C0042109
DB00970	C0037579
DB01059	C1278807
DB00250	C0011608
DB01349	C0020538
DB01234	C0011615
DB00537	C0027947
DB01026	C0009186
DB00169	C0037286
DB01357	C0271578
DB01113	C0917798
DB02703	C3665869
DB01130	C0406317
DB00440	C0014836
DB01212	C0152964
DB01050	C0006444
DB01017	C0039128
DB08815	C0036341
DB01592	C0158996
DB00069	C0026764
DB00678	C0011881
DB01165	C0008149
DB01172	C0035243
DB09087	C0018834
DB05015	C0079774
DB00905	C0017612
