#,context,disease_name,drug_name,workers_answers,medical_expert1,medical_expert2,medical_expert3,do_id,drug_brand_name,drug_id,label_id,sheet,expert_consensus,inter_agree_experts,medical_expert4,"Final 
(closest option)"
97.0,"Do not initiate in patients with constipation (
  
  
  
  
  
  
 4.1
 History of chronic or severe constipation or sequelae from constipation; intestinal obstruction, stricture, toxic megacolon, gastrointestinal perforation, and/or adhesions; ischemic colitis; impaired intestinal circulation, thrombophlebitis, or hypercoagulable state; Crohn's disease or ulcerative colitis; diverticulitis; severe hepatic impairment (
  
  
  
  
  
  
 4.2
 Concomitant use of fluvoxamine (
  
  
  
  
  
  
 4.3
  Alosetron hydrochloride 
  
  
  
  
  
  
 should not be initiated
 [see Warnings and Precautions (
  
  
  
  
  
  
 5.1
  Alosetron hydrochloride is contraindicated in patients with a history of the following:
 
 
  
 chronic or severe constipation or sequelae from constipation
 
 intestinal obstruction, stricture, toxic megacolon, gastrointestinal perforation, and/or adhesions
 
 ischemic colitis, impaired intestinal circulation, thrombophlebitis, or hypercoagulable state
 
 Crohn's disease or ulcerative colitis
 
 diverticulitis
 
 severe hepatic impairment
 
  Concomitant administration of alosetron hydrochloride with fluvoxamine is contraindicated. Fluvoxamine, a known strong inhibitor of CYP1A2, has been shown to increase mean alosetron plasma concentrations (AUC) approximately 6-fold and prolong the half-life by approximately 3-fold 
  
  
  
  
  
  
 [see Drug Interactions (
  
  
  
  
  
  
 7.1",COLITIS,Alosetron Hydrochloride,"indication_symptomatic_relief
indication_symptomatic_relief
indication_symptomatic_relief",Indication: Symptomatic Relief,Contraindication,IDK,DOID_0060180,,DB00969,../DailyMedExtracter/prescription/temp_xml/7d8ab83e-2a7c-3eb1-e053-2a91aa0a723a.xml,indication_symptomatic_relief,Contraindication,0,,Contraindication
100.0,"['\n ', 'History of cardiovascular disease (e.g., coronary artery disease, stroke, arrhythmias, congestive heart failure, uncontrolled hypertension) ', 'During or within 14 days following the administration of monoamine oxidase inhibitors ', 'Hyperthyroidism ', 'Glaucoma ', 'Agitated states ', 'History of drug abuse ', 'Pregnancy [see \n \n \n ', '\n ', 'Use in Specific Populations (8.1)', 'Nursing [see \n \n \n ', '\n ', 'Use in Specific Populations (8.3)', 'Known hypersensitivity, or idiosyncrasy to the sympathomimetic amines', '\n ', 'History of cardiovascular disease (e.g., coronary artery disease, stroke, arrhythmias, congestive heart failure, uncontrolled hypertension) (\n \n \n ', None, '4', 'During or within 14 days following the administration of monoamine oxidase inhibitors (\n \n \n ', None, '4', 'Hyperthyroidism (\n \n \n ', None, '4', 'Glaucoma (\n \n \n ', None, '4', 'Agitated states (\n \n \n ', None, '4', 'History of drug abuse (\n \n \n ', '4', 'Pregnancy (\n \n \n ', '4', '8.1', 'Nursing (\n \n \n ', '4', '8.3', 'Known hypersensitivity, or idiosyncrasy to the sympathomimetic amines (\n \n \n ', None, None, '4']",GLAUCOMA,Phentermine Hydrochloride,"indication_symptomatic_relief
indication_symptomatic_relief
indication_symptomatic_relief",Contraindication,Contraindication,Contraindication,DOID_1686,,DB00191,../DailyMedExtracter/prescription/temp_xml/7d633912-6179-b99b-e053-2a91aa0af59a.xml,indication_symptomatic_relief,Contraindication,3,,
101.0,"Aminocaproic acid should not be used when there is evidence of an active intravascular clotting process.
 When there is uncertainty as to whether the cause of bleeding is primary fibrinolysis or disseminated intravascular coagulation (DIC), this distinction must be made before administering Aminocaproic Acid Injection.
 The following tests can be applied to differentiate the two conditions:
 
  
 
  
 Platelet count is usually decreased in DIC but normal in primary fibrinolysis.
 
  
 Protamine paracoagulation test is positive in DIC; a precipitate forms when protamine sulfate is dropped into citrated plasma. The test is negative in the presence of primary fibrinolysis.
 
  
 The euglobulin clot lysis test is abnormal in primary fibrinolysis but normal in DIC.
 Aminocaproic Acid Injection must not be used in the presence of DIC without concomitant heparin.",DISSEMINATED INTRAVASCULAR COAGULATION,Aminocaproic Acid,"indication_symptomatic_relief
indication_symptomatic_relief
indication_symptomatic_relief",Contraindication,Contraindication,Contraindication,DOID_11247,,DB00513,../DailyMedExtracter/prescription/temp_xml/0d90446f-1a39-4fba-93a3-56bc2186a521.xml,indication_symptomatic_relief,Contraindication,3,,
102.0,"Ocular or periocular infections (
 4.1
 Hypersensitivity (
 4.2
 YUTIQ is contraindicated in patients with active or suspected ocular or periocular infections including most viral disease of the cornea and conjunctiva including active epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, varicella, mycobacterial infections and fungal diseases.
 
 YUTIQ is contraindicated in patients with known hypersensitivity to any components of this product.",HERPES SIMPLEX,YUTIQ,"indication_symptomatic_relief
indication_symptomatic_relief
indication_symptomatic_relief",Contraindication,Contraindication,Contraindication,DOID_8566,,DB00591,../DailyMedExtracter/prescription/temp_xml/6f11fd9c-cdcc-4c6e-ac97-020deb9470db.xml,indication_symptomatic_relief,Contraindication,3,,
2.0,"['\n ', 'CONTRAINDICATIONS', 'Patients with allergy to these drugs or other analogues (diclofenac). Patients with asthma. Like NSAIDS, acetylsalicylic acid and other drugs which inhibit prostagladin-synthesis may precipitate attacks of asthma, acute rhinitis or urticaria. Patients with active peptic ulcer.', None]",ACUTE RHINITIS,Aceclofenac,Indication: treatment,Indication: Symptomatic Relief,Contraindication,Contraindication,DOID_10459,Clanza,DB06736,../DailyMedExtracter/prescription/temp_xml/730de348-1686-4017-804e-010fd87b1f84.xml,contraindication,Contraindication,2,Contraindication,
3.0,"['Adenosine injection is contraindicated in patients with: ', None, '\n ', 'Second- or third-degree AV block (except in patients with a functioning artificial pacemaker) ', '[see ', 'Warnings and Precautions (5.2)', 'Sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker) ', '[see ', 'Warnings and Precautions (5.2)', 'Known or suspected bronchoconstrictive or bronchospastic lung disease (e.g., asthma) ', '[see ', 'Warnings and Precautions (5.3)', 'Known hypersensitivity to adenosine injection ', '[see ', 'Warnings and Precautions (5.7)', '\n ', 'Second- or third-degree AV block (except in patients with a functioning artificial pacemaker) (', '4', 'Sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker) (', '4', 'Known or suspected bronchoconstrictive or bronchospastic lung disease (e.g., asthma) (', '4', 'Known hypersensitivity to adenosine injection (', '4']",AV BLOCK,ADENOSINE,Indication: treatment,Contraindication,Contraindication,Contraindication,DOID_0050820,Adenosine,DB00640,../DailyMedExtracter/prescription/temp_xml/6644663e-f233-4536-94af-d7dbab396abf.xml,contraindication,Contraindication,3,,
4.0,"Sotalol hydrochloride is contraindicated in patients with:
 
  
 
  
 Sinus bradycardia, sick sinus syndrome, second and third degree AV block, unless a functioning pacemaker is present
 
  
 Congenital or acquired long QT syndromes
 
  
 Cardiogenic shock or decompensated heart failure
 
  
 Serum potassium <4 mEq/L
 
  
 Bronchial asthma or related bronchospastic conditions
 
  
 Hypersensitivity to sotalol
 For the treatment of AFIB/AFL, sotalol hydrochloride is also contraindicated in patients with:
 
  
 
  
 Baseline QT interval >450 ms
 
  
 Creatinine clearance < 40 mL/min
 For the treatment of AFIB/AFL or ventricular arrhythmias
 
  
 
  
 Sinus bradycardia, 2
  
  
  
 nd
 rd
 4
 
  
 Congenital or acquired long QT syndrome, (
  
  
  
 4
 
  
 Serum potassium <4 mEq/L (
  
  
  
 4
 
  
 Cardiogenic shock, decompensated heart failure (
  
  
  
 4
 
  
 Bronchial asthma or related bronchospastic conditions (
  
  
  
 4
 
  
 Hypersensitivity to sotalol (
  
  
  
 4
 For the treatment of AFIB/AFL also contraindicated for:
 
  
 
  
 QT interval >450 ms (
  
  
  
 4
 
  
 Creatine clearance <40 ml/min (
  
  
  
 4",AV BLOCK,SOTALOL,Indication: treatment,Contraindication,Contraindication,Contraindication,DOID_0050820,Sotalol Hydrochloride,DB00489,../DailyMedExtracter/prescription/temp_xml/46df076d-4e39-6faa-e054-00144ff8d46c.xml,contraindication,Contraindication,3,,
5.0,"['Rizatriptan benzoate tablets are contraindicated in patients with: ', '\n ', 'Ischemic coronary artery disease (angina pectoris, history of myocardial infarction, or documented silent ischemia), or other significant underlying cardiovascular disease \n \n \n ', '[see \n \n \n ', 'Warnings and Precautions (5.1)', ""Coronary artery vasospasm including Prinzmetal's angina \n \n \n "", '[see \n \n \n ', 'Warnings and Precautions (5.1)', 'History of stroke or transient ischemic attack (TIA) \n \n \n ', '[see \n \n \n ', 'Warnings and Precautions (5.4)', 'Peripheral vascular disease (PVD)\n \n \n ', ' [see \n \n \n ', 'Warnings and Precautions (5.5)', 'Ischemic bowel disease \n \n \n ', '[see \n \n \n ', 'Warnings and Precautions (5.5)', 'Uncontrolled hypertension \n \n \n ', '[see \n \n \n ', 'Warnings and Precautions (5.8)', 'Recent use (i.e., within 24 hours) of another 5-HT\n \n \n ', '1', ' [see \n \n \n ', 'Drug Interactions (7.2', '7.3)', 'Hemiplegic or basilar migraine. ', 'Concurrent administration or recent discontinuation (i.e., within 2 weeks) of a MAO-A inhibitor \n \n \n ', '[see\xa0\n \n \n ', 'Drug Interactions (7.5)', 'Clinical Pharmacology (12.3)', 'Hypersensitivity to rizatriptan benzoate tablets (angioedema and anaphylaxis seen) \n \n \n ', '[see \n \n \n ', 'Adverse Reactions (6.2)', '\n ', 'History of ischemic heart disease or coronary artery vasospasm (\n \n \n ', '4', 'History of stroke or transient ischemic attack (\n \n \n ', '4', 'Peripheral vascular disease (\n \n \n ', '4', 'Ischemic bowel disease (\n \n \n ', '4', 'Uncontrolled hypertension (\n \n \n ', '4', 'Recent (within 24 hours) use of another 5-HT\n \n \n ', '1', '4', 'Hemiplegic or basilar migraine (\n \n \n ', '4', 'MAO-A inhibitor used in the past 2 weeks (\n \n \n ', '4', 'Hypersensitivity to rizatriptan \n \n \n ', None, None, '4']",CORONARY ARTERY DISEASE,RIZATRIPTAN,Indication: Symptomatic relief,Contraindication,Contraindication,Contraindication,DOID_3393,Rizatriptan Benzoate,DB00953,../DailyMedExtracter/prescription/temp_xml/2086f746-f922-1af1-e054-00144ff88e88.xml,contraindication,Contraindication,3,,
6.0,"TRULICITY is contraindicated in patients with a personal or family history of medullary thyroid carcinoma or in patients with Multiple Endocrine Neoplasia syndrome type 2 (
 4
 5.1
 TRULICITY is contraindicated in patients with a prior serious hypersensitivity reaction to TRULICITY or any of the product components (
 4
 5.4
 
  
 Ã¢â‚¬Â°Ãƒâ€ºÃ‚Â¢ Medullary Thyroid Carcinoma
 TRULICITY is contraindicated in patients with a personal or family history of medullary thyroid carcinoma (MTC) or in patients with Multiple Endocrine Neoplasia syndrome type 2 (MEN 2) 
 [see Warnings and Precautions (
 5.1
 
  
 Ã¢â‚¬Â°Ãƒâ€ºÃ‚Â¢ Hypersensitivity
 TRULICITY is contraindicated in patients with a prior serious hypersensitivity reaction to dulaglutide or to any of the product components. Serious hypersensitivity reactions including anaphylactic reactions and angioedema have been reported with TRULICITY 
 [see Warnings and Precautions (
 5.4",CARCINOMA,DULAGLUTIDE,Indication: Symptomatic relief,Contraindication,Contraindication,Contraindication,DOID_305,Trulicity,DB09045,../DailyMedExtracter/prescription/temp_xml/8075ae7f-386a-4a54-95d8-6da9811df93e.xml,contraindication,Contraindication,3,,
7.0,"GILENYA is contraindicated in patients who have:
 
  
 in the last 6 months experienced myocardial infarction, unstable angina, stroke, TIA, decompensated heart failure requiring hospitalization or Class III/IV heart failure
 a history or presence of Mobitz Type II second-degree or third-degree AV block or sick sinus syndrome, unless patient has a functioning pacemaker 
 [see Warnings and Precautions (5.1)]
 a baseline QTc interval Ã¢â‚¬Â°Ãƒ_Ã‚Â´ 500 msec
 
  
 cardiac arrhythmias requiring anti-arrhythmic treatment with Class Ia or Class III anti-arrhythmic drugs
 had a hypersensitivity reaction to fingolimod or any of the excipients in GILENYA. Observed reactions include rash, urticaria and angioedema upon treatment initiation 
 [see Warnings and Precautions (5.13)]
 
  
 Recent myocardial infarction, unstable angina, stroke, transient ischemic attack, decompensated heart failure with hospitalization, or Class III/IV heart failure. (
 4
 History of Mobitz Type II 2
 nd
 rd
 4
 Baseline QTc interval Ã¢â‚¬Â°Ãƒ_Ã‚Â´ 500 msec. (
 4
 Cardiac arrhythmias requiring anti-arrhythmic treatment with Class Ia or Class III anti-arrhythmic drugs. (
 4
 Hypersensitivity to fingolimod or its excipients. (
 4",AV BLOCK,FINGOLIMOD,Contraindication,Contraindication,Contraindication,Inconsistent,DOID_0050820,Gilenya,DB08868,../DailyMedExtracter/prescription/temp_xml/d6fe02c2-f285-4246-bbbf-db4f90b3ea73.xml,contraindication,Contraindication,2,Contraindication,
8.0,"Torsemide tablets are contraindicated in patients with known hypersensitivity to torsemide tablets or to povidone.
 Torsemide tablets are contraindicated in patients who are anuric.
 Torsemide tablets are contraindicated in patients with hepatic coma.
 Hypersensitivity to torsemide tablets or povidone, anuria, and hepatic coma. (
  
 4",HEPATIC COMA,TORSEMIDE,Contraindication,Contraindication,Contraindication,Inconsistent,DOID_12550,Torsemide,DB00214,../DailyMedExtracter/prescription/temp_xml/841256fe-353c-e20e-e053-2a91aa0a3fc1.xml,contraindication,Contraindication,2,Contraindication,
9.0,"Methyldopa is contraindicated in patients:
 - with active hepatic disease, such as acute hepatitis and active cirrhosis.
 - with liver disorders previously associated with methyldopa therapy (see ).
  
 
  
 WARNINGS
 - with hypersensitivity to any component of this product.
 - on therapy with monoamine oxidase (MAO) inhibitors.",CIRRHOSIS,METHYLDOPA ANHYDROUS,Indication: Symptomatic relief,Contraindication,Contraindication,Contraindication,DOID_5082,Methyldopa,DB00968,../DailyMedExtracter/prescription/temp_xml/29a33fb6-f519-4c20-8dc4-c5286f79fbd2.xml,contraindication,Contraindication,3,,
10.0,"Lindane Shampoo is contraindicated in premature infants and individuals with known uncontrolled seizure disorders.
 Lindane Shampoo is contraindicated for premature infants because their skin may be more permeable than that of full term infants and their liver enzymes may not be sufficiently developed to metabolize Lindane.
 Lindane Shampoo is also contraindicated for patients with crusted (Norwegian) scabies and other skin conditions (e.g., atopic dermatitis, psoriasis) that may increase systemic absorption of the drug.
 Lindane Shampoo is contraindicated for patients with known uncontrolled seizure disorders and for individuals with a known sensitivity to the product or any of its components.",DERMATITIS,LINDANE,Effect,Contraindication,Contraindication,Effect,DOID_2723,Lindane,DB00431,../DailyMedExtracter/prescription/temp_xml/c3b21190-72da-4a16-84c0-76317817bdf3.xml,contraindication,Contraindication,2,Contraindication,
11.0,"Loperamide hydrochloride capsules are contraindicated in patients with a known hypersensitivity to loperamide hydrochloride or to any of the excipients.
 Loperamide hydrochloride is contraindicated in patients with abdominal pain in the absence of diarrhea.
 Loperamide hydrochloride is not recommended in infants below 24 months of age.
 Loperamide hydrochloride should not be used as the primary therapy:
 
  
 in patients with acute dysentery, which is characterized by blood in stools and high fever,
  
 in patients with acute ulcerative colitis,
  
 in patients with bacterial enterocolitis caused by invasive organisms including Salmonella, Shigella, and Campylobacter,
  
 in patients with pseudomembranous colitis associated with the use of broad-spectrum antibiotics.",COLITIS,LOPERAMIDE,Contraindication,Indication: Symptomatic Relief,Contraindication,Contraindication,DOID_0060180,Loperamide Hydrochloride,DB00836,../DailyMedExtracter/prescription/temp_xml/845fed39-d08b-2e56-e053-2a91aa0a4ae8.xml,contraindication,Contraindication,2,Contraindication,
