DRUG_ID	DRUG_NAME	INDICATION_FDB	UMLS_CUI	SNOMEDCT_CUI	DOID
1386	hydrocodone	Nasal discharge	C1260880	64531003	
1400	hydroxyzine	Allergic conjunctivitis	C0009766	473460002	DOID:11204
1388	hydrocortisone	Rheumatic heart disease	C0035439	23685000	
1388	hydrocortisone	Edema of larynx	C0023052	51599000	
1388	hydrocortisone	Nephrotic syndrome	C0027726	52254009	DOID:1184
1388	hydrocortisone	Recurrent herpes simplex labialis	C1274321	402892009	
1440	indomethacin	Bursitis	C0006444	84017003	DOID:2965
4627	sincalide	Diagnostic Test for Pancreas Function			
4519	potassium citrate	Hypokalemia	C0020621	43339004	
66	acetylcysteine	General anesthesia	C0002915	50697003	
157	amikacin	Infection due to Pseudomonas aeruginosa	C0276075	11218009	
934	levomenthol	Itching of skin	C0033774	418363000	
1024	ephedrine	Headache disorder	C0393735	230461009	
3135	desonide	Crohn's disease	C0010346	34000006	
3135	desonide	Otitis externa	C0029878	3135009	DOID:9463
3150	dimercaprol	Toxic effect of arsenic AND/OR its compounds	C0311375	81844008	
3150	dimercaprol	Accidental poisoning by lead and its compounds and fumes	C0261486	216777009	
2843	phytomenadione	Prevention of Neonatal Hemorrhagic Disease			
4112	dronedarone	Atrial fibrillation	C0004238	49436004	DOID:0060224
4113	prasugrel	Myocardial Reinfarction Prevention			
3667	amanozine	Cobalamin deficiency	C0042847	190634004	
1452	iodamide	Cholangiogram	C0008307	28367004	
1481	irbesartan	Hypertensive disorder	C0020538	38341003	DOID:10763
1482	irinotecan	Metastasis from malignant tumor of colon	C1282500	314998002	
1407	ibuprofen	Influenza-like symptoms	C0392171	315642008	
1572	levonorgestrel	Postcoital contraception	C0419527	268463003	
4166	ulipristal	Postcoital contraception	C0419527	268463003	
197	amphotericin B	Fungal infection of lung	C0151874	63741006	
197	amphotericin B	Fungal meningitis	C0085438	24321005	DOID:11608
197	amphotericin B	Acute gonococcal cervicitis	C0153195	20943002	DOID:10615
197	amphotericin B	Gonorrhea of rectum	C0275665	42746002	
257	atorvastatin	Cerebrovascular accident	C0038454	230690007	DOID:6713
242	aripiprazole	Depression Treatment Adjunct			
255	atenolol	Myocardial infarction	C0027051	22298006	DOID:5844
249	astemizole	Allergic conjunctivitis	C0009766	473460002	DOID:11204
1040	eptifibatide	Percutaneous coronary intervention	C1532338	415070008	
1054	esmolol	Atrial fibrillation	C0004238	49436004	DOID:0060224
1046	ertapenem	Post-Op Gynecologic Infection due to Bacteroides			
1129	famotidine	Peptic reflux disease	C0014869	57643001	DOID:13976
4240	zinc oxide	Skin irritation	C0152030	367466007	
1709	meropenem	Streptococcal Peritonitis			
1612	lovastatin	Hyperlipidemia	C0020473	55822004	DOID:1168
1611	loteprednol etabonate	Herpes zoster keratoconjunctivitis	C0153027	42448002	
1594	lomefloxacin	Escherichia coli urinary tract infection	C0577708	301011002	
1768	methylprednisolone	Rheumatic heart disease	C0035439	23685000	
2684	tobramycin	Bacterial infection due to Klebsiella pneumoniae	C0343402	186435004	
2684	tobramycin	Pneumonia due to Pseudomonas	C0155860	41381004	
2699	tolmetin	Osteoarthritis	C0029408	396275006	DOID:381
2738	trientine	Wilson's disease	C0019202	88518009	DOID:893
2726	triamcinolone acetonide	Granuloma annulare	C0085074	65508009	DOID:3777
2726	triamcinolone acetonide	Uveitis	C0042164	128473001	DOID:13141
1077	ethaverine	Cerebral ischemia	C0917798	287731003	
1261	fusidic acid	Providencia Complicated UTI			
1261	fusidic acid	Superficial Ocular Infection			
1210	fluoxymesterone	LHRH Deficiency			
1210	fluoxymesterone	Primary Hypogonadism due to Orchitis			
4201	calcium chloride	Hypocalcemia	C0020598	5291005	
4246	Polymyxin B	Uveitis	C0042164	128473001	DOID:13141
4425	colistin	Infection due to Escherichia coli	C0014836	71057007	
4350	ammonium chloride	Cough	C0010200	49727002	
4456	hydrocortisone succinate	Idiopathic thrombocytopenic purpura	C0043117	32273002	DOID:8924
4456	hydrocortisone succinate	Rheumatoid arthritis	C0003873	69896004	DOID:7148
1790	metronidazole	Bacteroides Empyema			
1790	metronidazole	Infection due to anaerobic bacteria	C0854328	423451008	
1832	mometasone furoate	Primary cutaneous T-cell lymphoma	C0079773	400122007	
1906	nicotinamide	Acne vulgaris	C0001144	88616000	
2838	ergocalciferol	Postmenopausal osteoporosis	C0029458	102447009	
2838	ergocalciferol	Vitamin D deficiency	C0042870	34713006	
3135	desonide	Granuloma annulare	C0085074	65508009	DOID:3777
3064	capsaicin	Postherpetic neuralgia	C0032768	2177002	
1277	ganciclovir	Prevention of CMV Disease After Organ Transplant			
1280	gatifloxacin	Acute bacterial sinusitis	C0275556	75498004	
1402	hyoscyamine	Muscarine Toxicity			
4459	procaine benzylpenicillin	Streptococcus pyogenes infection	C0554628	302809008	
4302	glycopyrronium bromide	Peptic ulcer	C0030920	13200003	DOID:750
4283	tapentadol	Pain	C0030193	22253000	
4647	fluorometholone acetate	Post-Op Ocular Inflammation			
1981	ofloxacin	Acute bacterial peritonitis	C0275550	31860008	
1981	ofloxacin	Citrobacter Urinary Tract Infection			
1981	ofloxacin	Citrobacter Complicated UTI			
1981	ofloxacin	Anthrax	C0003175	409498004	DOID:7427
1967	norfloxacin	Enterobacter Pneumonia			
1967	norfloxacin	Haemophilus Parainfluenzae Chronic Bronchitis			
1967	norfloxacin	Pneumococcal pneumonia	C0155862	233607000	
1967	norfloxacin	Haemophilus Parainfluenzae Bronchitis			
1981	ofloxacin	Urinary tract infection caused by Klebsiella	C4076057	369001000119100	
1967	norfloxacin	Complicated Skin and Skin Structure Pseudomonas Aeruginosa Infection			
1922	nifedipine	Prinzmetal angina	C0002963	87343002	
3017	benzalkonium	Skin irritation	C0152030	367466007	
3909	clindamycin phosphate	Infectious disorder of joint	C0157749	363162000	DOID:381
4119	romidepsin	Peripheral T-cell lymphoma	C0079774	109977009	
1388	hydrocortisone	Corneal abrasion	C0010032	85848002	
1388	hydrocortisone	Crohn's disease	C0010346	34000006	
1510	isoxsuprine	Disorder of blood vessel	C0042373	27550009	DOID:178
1407	ibuprofen	Severe pain	C0278140	76948002	
1569	levofloxacin	Complicated Skin and Skin Structure Proteus Infection			
4548	flumetasone	Seborrheic dermatitis	C0036508	50563003	DOID:8741
4548	flumetasone	Plaque psoriasis	C0406317	200965009	
52	paracetamol	Tension-type headache	C0033893	398057008	
105	salbutamol	Bronchospasm	C0006266	4386001	
102	alatrofloxacin	Acute bacterial bronchitis	C0339933	233598009	
2132	pheniramine	Allergic rhinitis	C2607914	61582004	
2132	pheniramine	Dermatographic urticaria	C0343065	7632005	DOID:743
2123	phenelzine	Depressive disorder	C0011581	35489007	DOID:2848
2132	pheniramine	Red eye	C0235267	75705005	
2083	phenoxymethylpenicillin	Pharyngitis	C0031350	405737000	DOID:2275
2082	benzylpenicillin	Infection due to Clostridium botulinum	C0006057	398565003	DOID:11976
3487	pramocaine	Itching of skin	C0033774	418363000	
4213	hydrocortisone acetate	Pruritus ani	C0033775	90446007	
4213	hydrocortisone acetate	Idiopathic thrombocytopenic purpura	C0043117	32273002	DOID:8924
1550	aspartic acid	Hypokalemia Prevention			
1710	mesalazine	Chronic ulcerative proctitis	C2937222	52231000	
1689	mepenzolate	Gastric ulcer	C0038358	397825006	DOID:10808
1647	mechlorethamine	Non-Hodgkin's lymphoma	C0024305	118601006	DOID:8675
192	amoxicillin	Genitourinary Tract Infection due to Proteus			
198	ampicillin	Bacterial pneumonia	C0004626	53084003	DOID:874
281	bacitracin	Bacterial keratitis	C0854211	314557000	
2076	pempidine	Dermatographic urticaria	C0343065	7632005	DOID:743
2134	phenobarbital	Simple partial seizure	C0234974	117891000119100	
2146	phenylephrine	Fever	C0015967	386661006	
2140	phentermine	Hypotension Secondary to Spinal Anesthesia			
4425	colistin	Pseudomonas Aeruginosa Infections			
4446	iodine	CD20 Positive Non-Hodgkin's Lymphoma			
1594	lomefloxacin	Complicated UTI with Pseudomonas Aeruginosa			
1790	metronidazole	Skin and Skin Structure Peptococcus Infection			
1800	miconazole	Tinea pedis	C0040259	6020002	DOID:12403
2139	phensuximide	Epilepsy	C0014544	84757009	DOID:1826
2149	phenylpropanolamine	Allergic rhinitis	C2607914	61582004	
2187	piperacillin	Enterococcus Complicated UTI			
2148	phenylpropanol	Vasomotor rhinitis	C0035460	8229003	DOID:4730
2253	prednisone	Löffler's syndrome	C0242459	64936001	DOID:9503
2253	prednisone	Pemphigus	C0030807	65172003	DOID:9182
2247	prednisolone acetate	Bacterial conjunctivitis	C0009768	128350005	DOID:9700
2245	prednisolone	Synovitis	C0039103	416209007	DOID:2703
4274	selenium sulfide	Seborrheic dermatitis	C0036508	50563003	DOID:8741
1832	mometasone furoate	Lichen simplex chronicus	C0149922	53891004	
1845	morphine	Regional Anesthesia for Labor Pain			
1798	micafungin	Candidemia	C0877445	432261003	
1798	micafungin	Disseminated candidiasis	C0153252	70572005	
1783	metolazone	Peripheral Edema due to Chronic Heart Failure			
1783	metolazone	Pulmonary Edema due to Chronic Heart Failure			
279	aztreonam	Skin and Skin Structure Pseudomonas Aeruginosa Infection			
280	bacampicillin	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
276	azithromycin	Pneumonia due to Staphylococcus aureus	C2349530	441658007	
333	benzatropine	Arteriosclerotic Parkinsonism			
323	benzocaine	Cough	C0010200	49727002	
375	bisacodyl	Incomplete passage of stool	C0426639	249515001	
384	bitolterol	Bronchospasm Prevention			
348	betamethasone	Inflammatory bowel disease	C0021390	24526004	DOID:0050589
349	betamethasone acetate	Löffler's syndrome	C0242459	64936001	DOID:9503
401	bromfenac	Post-Op Ocular Inflammation			
2241	praziquantel	Schistosomiasis due to S. Mansoni			
2267	primidone	Bipolar disorder in remission	C0270425	85248005	
2326	pseudoephedrine	Eustachian Tube Congestion			
2403	ropivacaine	Local anesthesia	C0002921	386761002	
4287	calcium acetate	Hypocalcemia	C0020598	5291005	
4519	potassium citrate	Calcium renal calculus	C1959799	427649000	
4625	ammonia	Pityriasis simplex	C0423775	200767005	
1885	natamycin	Fungal Blepharitis			
1886	nateglinide	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
1887	nebivolol	Hypertensive disorder	C0020538	38341003	DOID:10763
1981	ofloxacin	Typhoid fever	C0041466	4834000	DOID:13258
1981	ofloxacin	Skin and Skin Structure Proteus Infection			
1981	ofloxacin	Proteus pneumonia	C1260917	195888009	
1981	ofloxacin	Streptococcus Pneumoniae Chronic Bronchitis			
1967	norfloxacin	Staphylococcus Aureus Bronchitis			
1967	norfloxacin	Streptococcus pyogenes infection	C0554628	302809008	
1967	norfloxacin	Acute Moraxella catarrhalis bronchitis	C0339932	195722003	
1967	norfloxacin	Streptococcal Septic Abortion			
1967	norfloxacin	Female pelvic cellulitis	C0349734	280486004	
1962	norethisterone	Atrophic vaginitis	C0221392	52441000	DOID:11968
539	cefmetazole	Pneumonia	C0032285	233604007	DOID:552
535	cefepime	Pneumonia due to Streptococcus	C0155862	34020007	
542	cefonicid	Skin and Skin Structure Streptococcus Agalactiae Infection			
525	cefaclor	Haemophilus influenzae pneumonia	C0276026	70036007	
2397	rofecoxib	Juvenile rheumatoid arthritis	C3495559	410795001	
2358	ranitidine	Duodenal ulcer disease	C0013295	51868009	DOID:1724
2358	ranitidine	Zollinger-Ellison syndrome	C0043515	53132006	DOID:0050782
2419	salmeterol	Exercise-Induced Bronchospasm Prevention			
2514	sulfamethoxazole	Haemophilus Influenzae Chronic Bronchitis			
2534	sulindac	Ankylosing spondylitis	C0038013	9631008	DOID:7147
2553	tadalafil	Pulmonary hypertension	C0020542	70995007	DOID:6432
24	phenylbutanoic acid	Congenital hyperammonemia, type I	C0751753	62522004	DOID:9280
103	albendazole	Echinococcus granulosus infection of liver	C0153289	20790006	
157	amikacin	Bacterial urinary infection	C0729524	312124009	
157	amikacin	Proteus septicemia	C0577690	300986008	
2006	oxacillin	Staphylococcal pneumonia	C0032308	22754005	
2083	phenoxymethylpenicillin	Pneumococcal Acute Otitis Media			
559	ceftazidime	Escherichia coli urinary tract infection	C0577708	301011002	
556	cefprozil	Upper respiratory infection	C0041912	54150009	DOID:10459
550	cefoxitin	Staphylococcal pneumonia	C0032308	22754005	
564	ceftriaxone	E. Coli Peritonitis			
564	ceftriaxone	Acute gonococcal cervicitis	C0153195	20943002	DOID:10615
562	ceftibuten	Tonsillitis	C0040425	90176007	DOID:10456
563	ceftizoxime	Rhinoscleroma	C0035468	72409005	DOID:11336
564	ceftriaxone	Gonococcal endocarditis	C0153227	61048000	
564	ceftriaxone	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
564	ceftriaxone	Haemophilus Septic Arthritis			
563	ceftizoxime	Streptococcal septicemia	C0152964	29577008	
576	cefradine	Haemophilus Influenzae Acute Otitis Media			
576	cefradine	Upper respiratory infection	C0041912	54150009	DOID:10459
576	cefradine	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
565	cefuroxime	Moraxella Catarrhalis Acute Otitis Media			
2492	sulbactam	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
2466	sparfloxacin	Pneumonia due to Mycoplasma pneumoniae	C0032302	46970008	
2611	tetracycline	Sexually Transmitted Epididymo-Orchitis			
2592	tenofovir	Chronic type B viral hepatitis	C0524909	61977001	
2610	tetracaine	Local Anesthesia for Ophthalmologic Procedure			
2600	terfenadine	Chronic idiopathic urticaria	C0578870	302162004	
2725	triamcinolone	Systemic lupus erythematosus	C0024141	55464009	DOID:9074
2725	triamcinolone	Lichen simplex chronicus	C0149922	53891004	
198	ampicillin	Haemophilus Influenzae Acute Otitis Media			
281	bacitracin	Minor Bacterial Skin Infections			
3620	tramazoline	Sneezing	C0037383	76067001	
3356	methyltestosterone	LHRH Deficiency			
1529	ketorolac	Post-Op Ocular Inflammation			
1710	mesalazine	Ulcerative colitis	C0009324	64766004	DOID:8577
1709	meropenem	Meningococcal meningitis	C0025294	192644005	
1610	losartan	Diabetic renal disease	C0011881	127013003	
1768	methylprednisolone	Juvenile rheumatoid arthritis	C3495559	410795001	
2424	scopolamine	Nasal discharge	C1260880	64531003	
2497	sulfacetamide	Gardnerella Vaginalis Bacterial Vaginosis			
2500	sulfadiazine	Rheumatic Fever Prevention			
2521	sulfanilamide	Vulvovaginitis	C0042998	53277000	DOID:2273
2611	tetracycline	Lymphogranuloma venereum	C0024286	186946009	DOID:13819
2611	tetracycline	Relapsing fever	C0035021	420079008	DOID:13034
1048	erythromycin	Neonatal conjunctivitis	C0029076	34298002	DOID:9699
1046	ertapenem	Postpartum Endomyometritis due to Bacteroides			
4149	doripenem	Pyelonephritis	C0034186	45816000	DOID:11400
4265	gentamicin	Septicemia due to Serratia	C0152973	82091000	
4257	bismuth subsalicylate	Duodenal Ulcer due to H. Pylori			
4250	algeldrate	Gastric ulcer	C0038358	397825006	DOID:10808
4253	macrogol	Tear film insufficiency	C0013238	46152009	DOID:10138
4246	Polymyxin B	Bacterial conjunctivitis	C0009768	128350005	DOID:9700
1768	methylprednisolone	Pruritus ani	C0033775	90446007	
1738	methapyrilene	Dermatographic urticaria	C0343065	7632005	DOID:743
1813	minocycline	Ureaplasma Urealyticum Infections			
2725	triamcinolone	Hodgkin's disease	C0019829	118599009	DOID:8651
2725	triamcinolone	Seborrheic dermatitis	C0036508	50563003	DOID:8741
2705	tolterodine	Increased Urinary Frequency			
2684	tobramycin	Klebsiella Pneumoniae Peritonitis			
2621	thiabendazole	Infection by Uncinaria	C0041648	414490001	
2656	ticarcillin	Klebsiella cystitis	C0520775	60867007	
2638	thiotepa	Pleural Malignant Effusions			
2727	triamcinolone diacetate	Löffler's syndrome	C0242459	64936001	DOID:9503
2727	triamcinolone diacetate	Alopecia areata	C0002171	68225006	DOID:986
2749	alimemazine	General anesthesia	C0002915	50697003	
1261	fusidic acid	Tularemia	C0041351	19265001	
1261	fusidic acid	Infection of bone	C2242472	111253001	
1225	fluticasone propionate	Pruritus of genital organs	C0033777	267802000	
1233	fomepizole	Accidental poisoning by methyl alcohol	C0261439	216640006	
4456	hydrocortisone succinate	Eruption of skin	C0015230	271807003	DOID:0050486
4456	hydrocortisone succinate	Thyroiditis	C0040147	82119001	DOID:7166
4477	sodium citrate	Peptic ulcer	C0030920	13200003	DOID:750
4459	procaine benzylpenicillin	Diphtheria	C0012546	397428000	
4347	benzathine benzylpenicillin	Streptococcus pyogenes infection	C0554628	302809008	
4288	magnesium carbonate	Gastroesophageal reflux disease	C0017168	235595009	DOID:8534
4293	magnesium oxide	Hypocalcemia	C0020598	5291005	
4548	flumetasone	Discoid lupus erythematosus	C0024138	200938002	
1854	moxifloxacin	Acute bacterial sinusitis	C0275556	75498004	
1967	norfloxacin	Bacterial infection due to Klebsiella pneumoniae	C0343402	186435004	
1967	norfloxacin	Miscarriage with sepsis	C0269398	67465009	
1967	norfloxacin	Chronic Escherichia coli Prostatitis			
1981	ofloxacin	Infective otitis externa	C0021355	86981007	DOID:9463
1962	norethisterone	Contraception	C0700589	13197004	
2727	triamcinolone diacetate	Miliary tuberculosis	C0041321	47604008	DOID:9861
2807	vancomycin	Neonatal pneumonia	C0339968	233619008	
2777	trovafloxacin	Legionella Pneumophila Pneumonia			
1239	formoterol	Adjunct Therapy to Achieve Long-term Asthma Control			
1164	fentanyl	Chronic Pain with Opioid Tolerance			
1175	flavoxate	Nocturia	C0028734	139394000	
1201	flunisolide	Allergic Rhinitis Prevention			
1277	ganciclovir	Myocardial Perfusion Imaging Adjunct			
4631	nitroprusside	Hypertensive urgency	C0745138	443482000	
66	acetylcysteine	Poisoning by acetaminophen	C0237963	70273001	
85	aciclovir	Suppression of Recurrent Herpes Simplex Infection			
105	salbutamol	Acute exacerbation of asthma	C0347950	708038006	
102	alatrofloxacin	Female genital tract infection	C1263758	125585007	
1992	ondansetron	Chemotherapy-induced nausea and vomiting	C0401160	236084000	
2006	oxacillin	Staphylococcal infectious disease	C0038160	56038003	
2006	oxacillin	Infection of bone	C2242472	111253001	
2097	pentosan polysulfate	Bladder pain	C0232849	15803009	
2083	phenoxymethylpenicillin	Infection due to Staphylococcus aureus	C1318973	406602003	
2082	benzylpenicillin	Neonatal Group B Streptococcal Septicemia			
2076	pempidine	Nasal discharge	C1260880	64531003	
